954,0
966,0
943,0
932,0
950,0
939,0
963,0
934,0
959,0
935,0
954,0
922,0
944,0
926,0
929,0
932,0
956,0
940,0
925,0
936,0
964,0
966,0
967,0
970,0
929,0
953,0
968,0
933,0
970,0
937,0
933,0
960,0
953,0
927,0
926,0
958,0
947,0
940,0
939,0
923,0
937,0
964,0
955,0
963,0
959,0
956,0
957,0
921,0
959,0
945,0
944,0
941,0
943,0
927,0
946,0
940,0
962,0
926,0
932,0
936,0
968,0
933,0
932,0
940,0
966,0
947,0
936,0
968,0
965,0
967,0
953,0
924,0
931,0
942,0
940,0
960,0
939,0
932,0
970,0
931,0
940,0
942,0
935,0
941,0
936,0
950,0
962,0
945,0
936,0
957,0
958,0
938,0
941,0
944,0
953,0
958,0
922,0
959,0
932,0
924,0
953,0
920,0
932,0
928,0
952,0
947,0
937,0
958,0
965,0
957,0
923,0
924,0
953,0
957,0
951,0
963,0
939,0
967,0
939,0
921,0
967,0
940,0
956,0
923,0
958,0
933,0
966,0
959,0
932,0
970,0
921,0
970,0
959,0
932,0
950,0
951,0
922,0
938,0
928,0
963,0
937,0
960,0
938,0
948,0
940,0
921,0
923,0
960,0
935,0
924,0
962,0
923,0
924,0
934,0
937,0
925,0
963,0
951,0
959,0
947,0
942,0
937,0
953,0
942,0
937,0
956,0
959,0
942,0
945,0
951,0
941,0
959,0
954,0
957,0
922,0
941,0
920,0
950,0
931,0
964,0
925,0
965,0
923,0
962,0
957,0
961,0
932,0
949,0
943,0
963,0
938,0
951,0
964,0
924,0
925,0
968,0
954,0
969,0
943,0
930,0
960,0
925,0
935,0
937,0
940,0
952,0
934,0
930,0
931,0
935,0
934,0
948,0
940,0
922,0
927,0
959,0
952,0
965,0
967,0
922,0
931,0
956,0
939,0
965,0
966,0
929,0
934,0
938,0
968,0
944,0
965,0
957,0
968,0
962,0
936,0
939,0
927,0
957,0
963,0
966,0
922,0
929,0
921,0
920,0
934,0
950,0
956,0
966,0
955,0
954,0
936,0
952,0
965,0
949,0
966,0
936,0
962,0
967,0
956,0
966,0
928,0
968,0
938,0
931,0
920,0
927,0
941,0
947,0
922,0
932,0
943,0
944,0
967,0
937,0
942,0
926,0
941,0
967,0
938,0
959,0
956,0
944,0
953,0
943,0
941,0
933,0
936,0
960,0
961,0
943,0
935,0
955,0
934,0
967,0
937,0
955,0
950,0
923,0
941,0
923,0
933,0
926,0
929,0
958,0
921,0
938,0
958,0
930,0
923,0
926,0
959,0
949,0
945,0
925,0
924,0
931,0
924,0
922,0
962,0
922,0
969,0
928,0
940,0
931,0
968,0
968,0
963,0
963,0
954,0
959,0
923,0
965,0
966,0
946,0
936,0
960,0
921,0
921,0
926,0
926,0
947,0
966,0
965,0
960,0
955,0
943,0
958,0
967,0
924,0
962,0
949,0
922,0
930,0
954,0
969,0
970,0
957,0
935,0
964,0
930,0
943,0
927,0
936,0
935,0
947,0
941,0
969,0
962,0
922,0
965,0
956,0
969,0
956,0
970,0
926,0
958,0
928,0
925,0
935,0
937,0
953,0
927,0
940,0
935,0
955,0
920,0
923,0
956,0
930,0
951,0
930,0
949,0
926,0
943,0
946,0
960,0
926,0
929,0
962,0
921,0
929,0
958,0
960,0
955,0
933,0
937,0
963,0
948,0
939,0
932,0
945,0
961,0
955,0
963,0
947,0
933,0
929,0
957,0
967,0
963,0
937,0
925,0
945,0
949,0
960,0
954,0
926,0
923,0
961,0
944,0
929,0
970,0
955,0
932,0
928,0
924,0
956,0
953,0
944,0
933,0
961,0
926,0
950,0
926,0
958,0
968,0
956,0
937,0
963,0
956,0
949,0
957,0
966,0
951,0
947,0
946,0
951,0
948,0
970,0
934,0
943,0
944,0
931,0
965,0
937,0
920,0
962,0
924,0
936,0
934,0
939,0
946,0
949,0
941,0
934,0
958,0
924,0
930,0
935,0
954,0
965,0
958,0
950,0
946,0
944,0
939,0
948,0
921,0
966,0
925,0
960,0
969,0
920,0
958,0
945,0
951,0
949,0
948,0
921,0
969,0
954,0
959,0
963,0
957,0
932,0
938,0
963,0
946,0
959,0
920,0
932,0
926,0
951,0
924,0
952,0
969,0
965,0
921,0
949,0
926,0
954,0
920,0
947,0
940,0
969,0
925,0
948,0
921,0
936,0
921,0
947,0
928,0
961,0
963,0
969,0
947,0
952,0
927,0
970,0
957,0
965,0
969,0
936,0
959,0
949,0
959,0
951,0
924,0
936,0
925,0
961,0
929,0
970,0
947,0
945,0
952,0
965,0
924,0
939,0
925,0
963,0
953,0
945,0
937,0
925,0
953,0
953,0
938,0
961,0
951,0
970,0
940,0
933,0
957,0
954,0
942,0
956,0
927,0
964,0
941,0
942,0
951,0
966,0
952,0
953,0
935,0
933,0
922,0
948,0
920,0
930,0
968,0
937,0
959,0
944,0
945,0
955,0
968,0
951,0
940,0
938,0
967,0
931,0
945,0
938,0
967,0
938,0
960,0
948,0
925,0
933,0
951,0
939,0
969,0
920,0
933,0
938,0
941,0
969,0
960,0
936,0
969,0
933,0
938,0
930,0
923,0
935,0
953,0
930,0
951,0
940,0
939,0
959,0
954,0
936,0
929,0
955,0
928,0
921,0
950,0
923,0
950,0
921,0
946,0
949,0
939,0
962,0
940,0
964,0
969,0
920,0
954,0
933,0
967,0
938,0
939,0
966,0
961,0
925,0
955,0
951,0
960,0
940,0
929,0
935,0
936,0
941,0
942,0
954,0
967,0
959,0
956,0
953,0
953,0
937,0
923,0
922,0
970,0
943,0
964,0
969,0
931,0
959,0
947,0
953,0
945,0
930,0
924,0
963,0
925,0
934,0
921,0
958,0
970,0
936,0
920,0
941,0
964,0
955,0
946,0
965,0
921,0
949,0
957,0
932,0
937,0
952,0
929,0
931,0
921,0
937,0
925,0
969,0
